skuprd,main_category,sub_category,child_category,product_name,product_feature_image,product_description,current_price,previous_price,stock,size,size_quantity,size_extra_price,colors,tags,youtube,policy,meta_tag,meta_description,product_type,affiliate_link,attributes
35512,Grocery  Retail,Cooking Sauce & Paste Retail,,Uncle Bens PMP pound 1.89 Tikka Masala Sauce 450g,https://theqlocal.com/assets/images/Images/imagenameTZvsH.jpg,Curry sauce with tomatoes fresh cream and yoghurt.Serves 4100 percent natural ingredientsSuitable for vegetariansSuitable for VegetariansUncle Bens Tikka Masala sauce full of the right ingredients and without any artificial colours flavours or preservativesNumber of uses/Servings 4,12.29,,,,,,,"Uncle Bens PMP pound 1.89 Tikka Masala Sauce 450g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Cooking Sauce  Paste Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Uncle Bens PMP pound 1.89 Tikka Masala Sauce 450g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Cooking Sauce  Paste Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Uncle Bens PMP pound 1.89 Tikka Masala Sauce 450g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Cooking Sauce  Paste Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""450g""],""prices"":[""0""],""details_status"":1}}"
35513,Grocery  Retail,Desserts Retail,,Ambrosia Devon Custard 150g,https://theqlocal.com/assets/images/Images/imagenametjzqC.jpg,Devon Custard100 percent natural flavoursNo preservativesCreamy and deliciousSuitable for vegetariansA source of calciumNo artificial coloursSuitable for Vegetarians,11.79,,,,,,,"Ambrosia Devon Custard 150g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Ambrosia Devon Custard 150g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Ambrosia Devon Custard 150g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""150g""],""prices"":[""0""],""details_status"":1}}"
35514,Grocery  Retail,Desserts Retail,,Ambrosia Devon Custard 400g,https://theqlocal.com/assets/images/Images/imagenameADKUM.jpg,Devon CustardCreamy and delicious100 percent natural flavoursA source of calciumNo artificial coloursNo preservativesSuitable for vegetariansSuitable for VegetariansAssured Food Standards  Milk Green Dot Metal™  recycles forever Rinse  Can  Widely Recycled Ambrosia trade marks designs and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 3This pack contains 3 portions,13.79,,,,,,,"Ambrosia Devon Custard 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Ambrosia Devon Custard 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Ambrosia Devon Custard 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""400g""],""prices"":[""0""],""details_status"":1}}"
35515,Grocery  Retail,Desserts Retail,,Ambrosia Rice Pudding 150g,https://theqlocal.com/assets/images/Images/imagenamezAsOn.jpg,Rice PuddingCreamy and deliciousA source of calciumNo added coloursNo preservativesSuitable for vegetariansSuitable for Vegetarians,7.79,,,,,,,"Ambrosia Rice Pudding 150g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Ambrosia Rice Pudding 150g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Ambrosia Rice Pudding 150g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""150g""],""prices"":[""0""],""details_status"":1}}"
35516,Grocery  Retail,Desserts Retail,,Ambrosia Rice Pudding 400g,https://theqlocal.com/assets/images/Images/imagenameBfxPw.jpg,Rice PuddingCreamy and deliciousA source of calciumNo added coloursNo preservativesSuitable for vegetariansSuitable for VegetariansAssured Food Standards  Milk Green Dot Rinse  Widely Recycled Ambrosia trademarks designs and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 2This pack contains 2 portions,13.79,,,,,,,"Ambrosia Rice Pudding 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Ambrosia Rice Pudding 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Ambrosia Rice Pudding 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""400g""],""prices"":[""0""],""details_status"":1}}"
35517,Grocery  Retail,Desserts Retail,,Angel Delight Chocolate Instant Dessert 59g,https://theqlocal.com/assets/images/Images/imagenamePEsMD.jpg,Chocolate Flavour Dessert MixNo added preservativesMade with real milk chocolate and whipped up with fresh milkTasty and lightNo yucky artificial flavours or coloursSuitable for vegetariansSuitable for VegetariansMmm... Delightful Yummy tasting clouds and fluffiness made with real milk chocolate and all whipped up with fresh milk for a tasty and light instant dessert Youll find no yucky artificial flavours or colours and no added preservatives here (yayy)Trademarks design and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 4This pack contains 4 portions,18.990000000000002,,,,,,,"Angel Delight Chocolate Instant Dessert 59g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Angel Delight Chocolate Instant Dessert 59g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Angel Delight Chocolate Instant Dessert 59g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 21""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""59g""],""prices"":[""0""],""details_status"":1}}"
35518,Grocery  Retail,Desserts Retail,,Angel Delight Strawberry Flavour Dessert 59g,https://theqlocal.com/assets/images/Images/imagenameDtcnf.jpg,Strawberry Flavour Dessert MixNo artificial flavours or coloursMade with real fruitSuitable for vegetariansSuitable for VegetariansMmm... Delightful Yummy tasting clouds and fluffiness made with real fruit and all whipped up with fresh milk. Youll find no yucky artificial flavours or colours and no added preservatives here (yayy)Number of uses/Servings 4This pack contains 4 portions,18.990000000000002,,,,,,,"Angel Delight Strawberry Flavour Dessert 59g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Angel Delight Strawberry Flavour Dessert 59g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Angel Delight Strawberry Flavour Dessert 59g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 21""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""59g""],""prices"":[""0""],""details_status"":1}}"
35519,Grocery  Retail,Desserts Retail,,Cadbury Milk Chocolate Sticky Puds 2 x 95g,https://theqlocal.com/assets/images/Images/imagenamekNzsW.jpg,2 Indulgent Chocolate Sponge Puddings Smothered with a Cadbury Milk Chocolate SauceReady in 30 secondsSuitable for vegetariansSuitable for Vegetarians,7.69,,,,,,,"Cadbury Milk Chocolate Sticky Puds 2 x 95g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Cadbury Milk Chocolate Sticky Puds 2 x 95g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Cadbury Milk Chocolate Sticky Puds 2 x 95g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 4""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""2x95g""],""prices"":[""0""],""details_status"":1}}"
35520,Grocery  Retail,Desserts Retail,,Happy Shopper Creamed Rice Pudding 400g,https://theqlocal.com/assets/images/Images/imagenameneWJE.jpg,Creamed Rice PuddingSuitable for VegetariansSuitable for VegetariansWidely RecycledNumber of uses/Servings 2Contains 2 servings,10.39,,,,,,,"Happy Shopper Creamed Rice Pudding 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Happy Shopper Creamed Rice Pudding 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Happy Shopper Creamed Rice Pudding 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""400g""],""prices"":[""0""],""details_status"":1}}"
35521,Grocery  Retail,Desserts Retail,,Happy Shopper Instant Custard Powder 72g,https://theqlocal.com/assets/images/Images/imagenamexQzEf.jpg,Instant Custard PowderJust add boiling waterSuitable for vegetariansSuitable for VegetariansNot Yet Recycled  001019Number of uses/Servings 3Contains 3 x 142g servings,10.35,,,,,,,"Happy Shopper Instant Custard Powder 72g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Happy Shopper Instant Custard Powder 72g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Happy Shopper Instant Custard Powder 72g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 18""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""72g""],""prices"":[""0""],""details_status"":1}}"
35522,Grocery  Retail,Desserts Retail,,Happy Shopper Real Dairy Custard 400g,https://theqlocal.com/assets/images/Images/imagenameWKXUX.jpg,Real Dairy CustardSuitable for vegetariansSuitable for Vegetarians 001219Number of uses/Servings 2Contains 2 servings,10.39,,,,,,,"Happy Shopper Real Dairy Custard 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Happy Shopper Real Dairy Custard 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Happy Shopper Real Dairy Custard 400g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""400g""],""prices"":[""0""],""details_status"":1}}"
35523,Grocery  Retail,Desserts Retail,,Hartleys Assorted Tablet Jelly 12 x 135g,https://theqlocal.com/assets/images/Images/imagenamemAKsu.jpg,Strawberry flavour jelly Raspberry flavour jelly Orange flavour jellyWibbly wobbly jellyThe nations favourite jellyFat freeNo artificial coloursGreen Dot Wrap  Film not currently recycled Trademarks appearing on this product are owned by Hain Daniels Group,11.29,,,,,,,"Hartleys Assorted Tablet Jelly 12 x 135g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Hartleys Assorted Tablet Jelly 12 x 135g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Hartleys Assorted Tablet Jelly 12 x 135g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""135g""],""prices"":[""0""],""details_status"":1}}"
35524,Grocery  Retail,Desserts Retail,,Hartleys Jelly Strawberry Flavour 125g,https://theqlocal.com/assets/images/Images/imagenameaaHsu.jpg,Strawberry flavour jelly with sugar and sweetenerNow with real fruit juiceWibbly wobbly jellyNo artificial colours or flavoursSuitable for vegansVegetarian Society Approved  VeganSuitable for VegansSuitable for VegetariansTrademarks appearing on this product are owned by Hain Daniels Group,9.79,,,,,,,"Hartleys Jelly Strawberry Flavour 125g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Hartleys Jelly Strawberry Flavour 125g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Hartleys Jelly Strawberry Flavour 125g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""125g""],""prices"":[""0""],""details_status"":1}}"
35525,Grocery  Retail,Desserts Retail,,Hartleys Strawberry Flavour Jelly 135g,https://theqlocal.com/assets/images/Images/imagenamehUDaC.jpg,Hartleys strawberry flavour jellyNo artificial coloursFat free,11.29,,,,,,,"Hartleys Strawberry Flavour Jelly 135g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Hartleys Strawberry Flavour Jelly 135g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Hartleys Strawberry Flavour Jelly 135g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 12""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""135g""],""prices"":[""0""],""details_status"":1}}"
35526,Grocery  Retail,Desserts Retail,,Mr Kipling Golden Syrup Sponge Puddings 2 x 95g,https://theqlocal.com/assets/images/Images/imagenameDNVrj.jpg,Golden Sponge Covered with Golden Syrup Sauce (42 percent).Exceedingly Good Cakes100 percent Natural Flavours and No Artificial ColoursNo Hydrogenated FatSuitable for VegetariansSuitable for VegetariansPremier Foods. Mr Kipling trademarks designs and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 2This pack contains 2 portions,7.69,,,,,,,"Mr Kipling Golden Syrup Sponge Puddings 2 x 95g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Mr Kipling Golden Syrup Sponge Puddings 2 x 95g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Mr Kipling Golden Syrup Sponge Puddings 2 x 95g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Desserts Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 4""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""2x95g""],""prices"":[""0""],""details_status"":1}}"
35527,Grocery  Retail,"Dry Veg, Cereals & Rice Retail",,Batchelors Super Rice Chicken Flavour 90g,https://theqlocal.com/assets/images/Images/imagenameGDehS.jpg,Long grain rice with a chicken flavour and a mix of red pepper peas and carrot.Ready in 10 MinutesLow FatNo Artificial Colours or PreservativesLow FatDont Recycle Batchelors trade marks designs and logos appearing on this pack are owned by the Premier Foods Group.Number of uses/Servings 2This pack contains 2 portions,9.99,,,,,,,"Batchelors Super Rice Chicken Flavour 90g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Batchelors Super Rice Chicken Flavour 90g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Batchelors Super Rice Chicken Flavour 90g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 11""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""90g""],""prices"":[""0""],""details_status"":1}}"
35528,Grocery  Retail,"Dry Veg, Cereals & Rice Retail",,Bens Original Basmati,https://theqlocal.com/assets/images/Images/imagenameJyYMt.jpg,Bens Original Basmati,12.59,,,,,,,"Bens Original Basmati,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Bens Original Basmati,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Bens Original Basmati,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""250g""],""prices"":[""0""],""details_status"":1}}"
35529,Grocery  Retail,"Dry Veg, Cereals & Rice Retail",,Bens Original Egg Fried Microwave Rice 250g,https://theqlocal.com/assets/images/Images/imagenameEnyIb.jpg,Steamed parboiled long grain rice with egg sesame oil and oriental spices.Convenient Microwave rice in just 2 minutesNutritious No artificial colours flavours or preservativesBen´s Original™ Egg Fried microwave rice is suitable for vegetariansBen´s Original™ Rice is sustainably sourcedGently steamed for 2 servings of perfect rice every timeSuitable for VegetariansBen´s Original™ Egg Fried microwave rice combines our famous steamed long grain rice with carefully selected egg sesame oil and oriental spices. Prep and cleanup is a breeze with this microwaveable pouch and since it heats up in just 2 minutes youll have a tasty meal in no time Ben´s Original™ microwaveable Egg Fried rice helps you create a delicious and wholesome meal that can be enjoyed any day of the week. Why not try it with chicken stir fry as a side to go with chilli and lime prawn skewers or even something of your own imagination Packaging may vary.Packaged in a protective atmosphere. Dont Recycle Were working hard to ensure that 100 percent of our packaging is recyclable reusable or compostable by 2025.Number of uses/Servings 2,12.59,,,,,,,"Bens Original Egg Fried Microwave Rice 250g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Bens Original Egg Fried Microwave Rice 250g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Bens Original Egg Fried Microwave Rice 250g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""250g""],""prices"":[""0""],""details_status"":1}}"
35530,Grocery  Retail,"Dry Veg, Cereals & Rice Retail",,Bens Original Egg Fried Microwave Rice 250g,https://theqlocal.com/assets/images/Images/imagenameITxGV.jpg,Steamed parboiled long grain rice with egg sesame oil and oriental spices.Convenient Microwave rice in just 2 minutesNutritious No artificial colours flavours or preservativesBen´s Original™ Egg Fried microwave rice is suitable for vegetariansBen´s Original™ Rice is sustainably sourcedGently steamed for 2 servings of perfect rice every timeSuitable for VegetariansBen´s Original™ Egg Fried microwave rice combines our famous steamed long grain rice with carefully selected egg sesame oil and oriental spices. Prep and cleanup is a breeze with this microwaveable pouch and since it heats up in just 2 minutes youll have a tasty meal in no time Ben´s Original™ microwaveable Egg Fried rice helps you create a delicious and wholesome meal that can be enjoyed any day of the week. Why not try it with chicken stir fry as a side to go with chilli and lime prawn skewers or even something of your own imagination Packaging may vary.Packaged in a protective atmosphere. Dont Recycle Were working hard to ensure that 100 percent of our packaging is recyclable reusable or compostable by 2025.Number of uses/Servings 2,12.59,,,,,,,"Bens Original Egg Fried Microwave Rice 250g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Bens Original Egg Fried Microwave Rice 250g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Bens Original Egg Fried Microwave Rice 250g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""250g""],""prices"":[""0""],""details_status"":1}}"
35531,Grocery  Retail,"Dry Veg, Cereals & Rice Retail",,Bens Original Golden Vegetable Microwave Rice 250g,https://theqlocal.com/assets/images/Images/imagenameGvocy.jpg,Steamed parboiled long grain rice with pepper sweetcorn and peas.Gently steamed for 2 servings of perfect rice every timeNutritious  no artificial colours flavours or preservativesBen´s Original™ Golden Vegetable microwave rice is suitable for vegetariansSustainably sourced riceConvenient Microwave rice in just 2 minutesSuitable for VegetariansBen´s Original™ Golden Vegetable microwave rice combines our famous steamed long grain rice with carefully selected peppers sweetcorn and peas. Prep and cleanup is a breeze with this microwaveable pouch and since it heats up in just 2 minutes youll have a tasty meal in no time Ben´s Original™ microwaveable Golden Vegetable rice helps you create a delicious and wholesome meal that can be enjoyed any day of the week. Why not try it with Spanish style rice a side to go with chicken and pepper skewers or even something of your own imagination Packaging may vary.Packaged in a protective atmosphere.Number of uses/Servings 2,12.59,,,,,,,"Bens Original Golden Vegetable Microwave Rice 250g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",,Test policy,"Bens Original Golden Vegetable Microwave Rice 250g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient","Bens Original Golden Vegetable Microwave Rice 250g,GroceryCatering,Groceryuk,Cateringessex,Grocery Retail,Dry Veg Cereals Rice Retail,UnitedKingdom,Uk,Essex,Wholesalers,Grocery,Groceryuk,GroceryEssex,Convenientstore,Convenient",normal,,"{""pack_size"":{""values"":[""Case Of 6""],""prices"":[""0""],""details_status"":1},""weight"":{""values"":[""250g""],""prices"":[""0""],""details_status"":1}}"
